plot,year,crop_sequence,operational_costs_dollars,material_input_costs_dollars,crop_1_name,crop_2_name,crop_3_name,crop_1_yield,crop_2_yield,crop_3_yield,plot_revenue_dollars,plot_gross_margin_dollars
MANANG_S8.1_P2312_R1,2024,2,230,396.0979385,Lentil,,,,,,224,-402.0979385
MANANG_S4_P4123_R2,2023,1,202,434.32,Lentil,,,,,,913.92,277.6
MANANG_S4_P4123_R2,2024,2,193.5,189.3017,Lentil,,,,,,300,-82.8017
MANANG_S4_P2341_R3,2023,1,191,450.5,Lentil,,,,,,1177.44,535.94
MANANG_S4_P2341_R3,2024,2,221.5,376.4705177,Lentil,,,,,,704,106.0294823
MANANG_S13_P0000_R8,2023,1,182.5,513.1,Lentil,,,,,,1268.08,572.48
MANANG_S4_P2341_R1,2023,1,191,450.5,Lentil,,,,,,1098.24,456.74
MANANG_S4_P2341_R1,2024,2,221.5,376.4705177,Lentil,,,,,,384,-213.9705176
MANANG_S12_P0000_R9,2023,1,193.5,412.1,Lentil,,,,,,1268.08,662.48
MANANG_S10.1_P1231_R3,2023,1,213,448.4972,Lentil,,,,,,0,-661.4972
MANANG_S10.1_P1231_R3,2024,2,230,393.2400664,Lentil,,,,,,672,48.7599336
MANANG_S10.2_P1231_R3,2023,1,213,448.4972,Lentil,,,,,,0,-661.4972
MANANG_S10.2_P1231_R3,2024,2,221.5,375.0788045,Lentil,,,,,,672,75.42119555
MANANG_S12_P0000_R3,2023,1,182.5,412.1,Lentil,,,,,,1006.72,412.12
MANANG_S12_P0000_R3,2024,2,221.5,335.561904,Lentil,,,,,,704,146.938096
MANANG_S5_P1234_R3,2023,1,204.5,501.3472,Lentil,,,,,,711,5.1528
MANANG_S5_P1234_R3,2024,2,230,397.1617173,Lentil,,,,,,736,108.8382827
MANANG_S5_P4123_R1,2023,1,202,434.32,Lentil,,,,,,893.12,256.8
MANANG_S5_P4123_R1,2024,2,193.5,189.3017,Lentil,,,,,,75,-307.8017
MANANG_S3_P3123_R3,2023,1,191,434.32,Lentil,,,,,,796.16,170.84
MANANG_S3_P3123_R3,2024,2,193.5,189.3017,Lentil,,,,,,1725,1342.1983
MANANG_S4_P3412_R3,2023,1,191,434.32,Lentil,,,,,,791.36,166.04
MANANG_S4_P3412_R3,2024,2,230,389.3020102,Lentil,,,,,,704,84.69798985
MANANG_S9_P3123_R3,2023,1,224,517.72,Lentil,,,,,,0,-741.72
MANANG_S9_P3123_R3,2024,2,193.5,210.7522,Lentil,,,,,,0,-404.2522
MANANG_S1.1_P3123_R3,2023,1,213,458.82,Lentil,,,,,,814.4,142.58
MANANG_S1.1_P3123_R3,2024,2,193.5,189.3017,Lentil,,,,,,1725,1342.1983
MANANG_S3_P2312_R2,2023,1,204.5,501.3472,Lentil,,,,,,521.25,-184.5972
MANANG_S3_P2312_R2,2024,2,221.5,402.6359803,Lentil,,,,,,608,-16.1359803
MANANG_S3_P1231_R1,2023,1,204.5,501.3472,Lentil,,,,,,666,-39.8472
MANANG_S3_P1231_R1,2024,2,193.5,189.3017,Lentil,,,,,,150,-232.8017
MANANG_S7_P1231_R1,2023,1,274,746.7126587,Lentil,,,,,,608,-412.7126587
MANANG_S10.2_P1231_R2,2023,1,213,448.4972,Lentil,,,,,,0,-661.4972
MANANG_S10.2_P1231_R2,2024,2,221.5,375.0788045,Lentil,,,,,,576,-20.57880445
MANANG_S1.2_P2312_R2,2023,1,202,434.32,Lentil,,,,,,1229.12,592.8
MANANG_S1.2_P2312_R2,2024,2,230,405.9979634,Lentil,,,,,,224,-411.9979634
MANANG_S1.2_P1231_R3,2023,1,215.5,501.3472,Lentil,,,,,,519.75,-197.0972
MANANG_S1.2_P1231_R3,2024,2,230,380.6001286,Lentil,,,,,,768,157.3998714
MANANG_S5_P2341_R1,2023,1,202,434.32,Lentil,,,,,,998.72,362.4
MANANG_S5_P2341_R1,2024,2,230,432.2510423,Lentil,,,,,,352,-310.2510423
MANANG_S13_P0000_R1,2023,1,182.5,513.1,Lentil,,,,,,802.56,106.96
MANANG_S13_P0000_R1,2024,2,221.5,311.9154218,Lentil,,,,,,373.3333333,-160.0820884
MANANG_S6_P1111_R1,2023,1,191,434.32,Lentil,,,,,,1102.4,477.08
MANANG_S6_P1111_R1,2024,2,230,416.0514828,Lentil,,,,,,304,-342.0514828
MANANG_S5_P3412_R3,2023,1,202,434.32,Lentil,,,,,,1112,475.68
MANANG_S5_P3412_R3,2024,2,230,386.0716228,Lentil,,,,,,96,-520.0716228
MANANG_S8.2_P1231_R2,2023,1,248.5,524.5,Lentil,,,,,,0,-773
MANANG_S8.2_P1231_R2,2024,2,221.5,363.6054763,Lentil,,,,,,768,182.8945237
MANANG_S1.1_P3123_R1,2023,1,213,458.82,Lentil,,,,,,1164.8,492.98
MANANG_S1.1_P3123_R1,2024,2,193.5,189.3017,Lentil,,,,,,150,-232.8017
MANANG_S10.1_P2312_R2,2023,1,204.5,409.82,Lentil,,,,,,949.12,334.8
MANANG_S10.1_P2312_R2,2024,2,230,398.2465015,Lentil,,,,,,544,-84.2465015
MANANG_S1.2_P1231_R1,2023,1,215.5,518.5972,Lentil,,,,,,575.25,-158.8472
MANANG_S1.2_P1231_R1,2024,2,230,380.6001286,Lentil,,,,,,544,-66.6001286
MANANG_S5_P2341_R3,2023,1,191,434.32,Lentil,,,,,,1132.8,507.48
MANANG_S5_P2341_R3,2024,2,230,432.2510423,Lentil,,,,,,608,-54.2510423
MANANG_S11_P1212_R1,2023,1,213,448.4972,Lentil,,,,,,0,-661.4972
MANANG_S11_P1212_R1,2024,2,230,386.2641527,Lentil,,,,,,224,-392.2641527
MANANG_S2_P1212_R2,2023,1,204.5,501.3472,Lentil,,,,,,858.75,152.9028
MANANG_S2_P1212_R2,2024,2,230,420.2705155,Lentil,,,,,,608,-42.2705155
MANANG_S1.1_P2312_R1,2023,1,213,458.82,Lentil,,,,,,1127.04,455.22
MANANG_S1.1_P2312_R1,2024,2,213,315.7692,Lentil,,,,,,320,-208.7692
MANANG_S1.3_P3123_R2,2023,1,202,479.32,Lentil,,,,,,885.76,204.44
MANANG_S1.3_P3123_R2,2024,2,193.5,189.3017,Lentil,,,,,,375,-7.8017
MANANG_S11_P2121_R3,2023,1,202,434.32,Lentil,,,,,,920.96,284.64
MANANG_S11_P2121_R3,2024,2,210.5,371.5268374,Lentil,,,,,,640,57.97316265
MANANG_S9_P2312_R3,2023,1,202,434.32,Lentil,,,,,,971.84,335.52
MANANG_S9_P2312_R3,2024,2,210.5,434.5688568,Lentil,,,,,,1190,544.9311432
MANANG_S5_P2341_R2,2023,1,213,434.32,Lentil,,,,,,1023.04,375.72
MANANG_S5_P2341_R2,2024,2,230,432.2510423,Lentil,,,,,,160,-502.2510423
MANANG_S1.2_P3123_R1,2023,1,180,434.32,Lentil,,,,,,1008.32,394
MANANG_S1.2_P3123_R1,2024,2,193.5,189.3017,Lentil,,,,,,225,-157.8017
MANANG_S5_P3412_R2,2023,1,202,434.32,Lentil,,,,,,868.48,232.16
MANANG_S5_P3412_R2,2024,2,230,386.0716228,Lentil,,,,,,448,-168.0716228
MANANG_S4_P1234_R1,2023,1,226.5,501.3472,Lentil,,,,,,504,-223.8472
MANANG_S4_P1234_R1,2024,2,210.5,357.8069634,Lentil,,,,,,1936,1367.693037
MANANG_S1.1_P2312_R2,2023,1,213,458.82,Lentil,,,,,,1076.8,404.98
MANANG_S1.1_P2312_R2,2024,2,213,315.7692,Lentil,,,,,,480,-48.7692
MANANG_S10.1_P2312_R3,2023,1,193.5,409.82,Lentil,,,,,,1082.56,479.24
MANANG_S10.1_P2312_R3,2024,2,230,398.2465015,Lentil,,,,,,768,139.7534985
MANANG_S7_P2312_R2,2023,1,213,434.32,Lentil,,,,,,1017.92,370.6
MANANG_S7_P2312_R2,2024,2,230,372.2434522,Lentil,,,,,,608,5.7565478
MANANG_S4_P4123_R3,2023,1,202,434.32,Lentil,,,,,,931.2,294.88
MANANG_S4_P4123_R3,2024,2,193.5,189.3017,Lentil,,,,,,300,-82.8017
MANANG_S12_P0000_R1,2023,1,182.5,412.1,Lentil,,,,,,822.8,228.2
MANANG_S12_P0000_R1,2024,2,221.5,335.561904,Lentil,,,,,,512,-45.06190395
MANANG_S10.1_P3123_R3,2023,1,182.5,409.82,Lentil,,,,,,836.8,244.48
MANANG_S10.1_P3123_R3,2024,2,193.5,207.1572,Lentil,,,,,,736,335.3428
MANANG_S9_P1231_R1,2023,1,237.5,524.5,Lentil,,,,,,0,-762
MANANG_S9_P1231_R1,2024,2,221.5,362.7083543,Lentil,,,,,,224,-360.2083543
MANANG_S1.3_P1231_R3,2023,1,204.5,501.3472,Lentil,,,,,,651,-54.8472
MANANG_S1.3_P1231_R3,2024,2,230,451.3714875,Lentil,,,,,,128,-553.3714875
MANANG_S10.2_P3123_R2,2023,1,191,434.32,Lentil,,,,,,882.56,257.24
MANANG_S10.2_P3123_R2,2024,2,219,354.1849807,Lentil,,,,,,608,34.81501935
MANANG_S1.3_P3123_R1,2023,1,202,479.32,Lentil,,,,,,1151.36,470.04
MANANG_S1.3_P3123_R1,2024,2,193.5,189.3017,Lentil,,,,,,150,-232.8017
MANANG_S11_P2121_R2,2023,1,191,434.32,Lentil,,,,,,885.76,260.44
MANANG_S11_P2121_R2,2024,2,210.5,371.5268374,Lentil,,,,,,320,-262.0268374
MANANG_S10.2_P3123_R3,2023,1,213,434.32,Lentil,,,,,,915.84,268.52
MANANG_S10.2_P3123_R3,2024,2,219,354.1849807,Lentil,,,,,,672,98.81501935
MANANG_S12_P0000_R5,2023,1,193.5,412.1,Lentil,,,,,,1444.96,839.36
MANANG_S10.1_P3123_R2,2023,1,204.5,409.82,Lentil,,,,,,1104.32,490
MANANG_S10.1_P3123_R2,2024,2,193.5,207.1572,Lentil,,,,,,544,143.3428
MANANG_S3_P1231_R3,2023,1,204.5,501.3472,Lentil,,,,,,611.25,-94.5972
MANANG_S3_P1231_R3,2024,2,193.5,189.3017,Lentil,,,,,,300,-82.8017
MANANG_S5_P1234_R1,2023,1,215.5,518.5972,Lentil,,,,,,680.25,-53.8472
MANANG_S5_P1234_R1,2024,2,230,397.1617173,Lentil,,,,,,384,-243.1617173
MANANG_S7_P1231_R3,2023,1,274,746.7126587,Lentil,,,,,,608,-412.7126587
MANANG_S8.1_P3123_R3,2023,1,202,434.32,Lentil,,,,,,1071.04,434.72
MANANG_S8.1_P3123_R3,2024,2,204.5,215.8022,Lentil,,,,,,0,-420.3022
MANANG_S8.2_P3123_R2,2023,1,213,434.32,Lentil,,,,,,1135.36,488.04
MANANG_S8.2_P3123_R2,2024,2,193.5,210.7522,Lentil,,,,,,0,-404.2522
MANANG_S13_P0000_R4,2023,1,193.5,513.1,Lentil,,,,,,1298.88,592.28
MANANG_S6_P1111_R3,2023,1,202,434.32,Lentil,,,,,,903.36,267.04
MANANG_S6_P1111_R3,2024,2,230,416.0514828,Lentil,,,,,,208,-438.0514828
MANANG_S1.1_P1231_R3,2023,1,215.5,501.3472,Lentil,,,,,,760.5,43.6528
MANANG_S1.1_P1231_R3,2024,2,213,294.2692,Lentil,,,,,,640,132.7308
MANANG_S8.1_P1231_R2,2023,1,204.5,524.5,Lentil,,,,,,0,-729
MANANG_S8.1_P1231_R2,2024,2,221.5,407.6677994,Lentil,,,,,,480,-149.1677994
MANANG_S10.1_P1231_R2,2023,1,202,448.4972,Lentil,,,,,,0,-650.4972
MANANG_S10.1_P1231_R2,2024,2,230,393.2400664,Lentil,,,,,,576,-47.2400664
MANANG_S12_P0000_R4,2023,1,182.5,412.1,Lentil,,,,,,1299.76,705.16
MANANG_S2_P2121_R2,2023,1,202,434.32,Lentil,,,,,,962.24,325.92
MANANG_S2_P2121_R2,2024,2,193.5,189.3017,Lentil,,,,,,375,-7.8017
MANANG_S6_P1111_R6,2023,1,180,434.32,Lentil,,,,,,936.64,322.32
MANANG_S7_P3123_R3,2023,1,202,434.32,Lentil,,,,,,966.08,329.76
MANANG_S8.1_P3123_R1,2023,1,191,434.32,Lentil,,,,,,1039.04,413.72
MANANG_S8.1_P3123_R1,2024,2,204.5,215.8022,Lentil,,,,,,0,-420.3022
MANANG_S9_P1231_R2,2023,1,226.5,524.5,Lentil,,,,,,0,-751
MANANG_S9_P1231_R2,2024,2,221.5,362.7083543,Lentil,,,,,,736,151.7916458
MANANG_S2_P2121_R1,2023,1,191,434.32,Lentil,,,,,,1233.28,607.96
MANANG_S2_P2121_R1,2024,2,193.5,189.3017,Lentil,,,,,,225,-157.8017
MANANG_S1.3_P2312_R2,2023,1,202,479.32,Lentil,,,,,,1018.88,337.56
MANANG_S1.3_P2312_R2,2024,2,221.5,498.4422485,Lentil,,,,,,640,-79.94224845
MANANG_S13_P0000_R9,2023,1,182.5,513.1,Lentil,,,,,,1134.32,438.72
MANANG_S6_P1111_R5,2023,1,191,434.32,Lentil,,,,,,817.92,192.6
MANANG_S9_P3123_R2,2023,1,224,517.72,Lentil,,,,,,0,-741.72
MANANG_S9_P3123_R2,2024,2,193.5,210.7522,Lentil,,,,,,0,-404.2522
MANANG_S5_P1234_R2,2023,1,204.5,501.3472,Lentil,,,,,,810.75,104.9028
MANANG_S5_P1234_R2,2024,2,230,397.1617173,Lentil,,,,,,672,44.8382827
MANANG_S3_P3123_R2,2023,1,202,434.32,Lentil,,,,,,1156.48,520.16
MANANG_S3_P3123_R2,2024,2,193.5,189.3017,Lentil,,,,,,1200,817.1983
MANANG_S1.1_P1231_R1,2023,1,204.5,518.5972,Lentil,,,,,,889.5,166.4028
MANANG_S1.1_P1231_R1,2024,2,213,294.2692,Lentil,,,,,,448,-59.2692
MANANG_S10.2_P1231_R1,2023,1,213,448.4972,Lentil,,,,,,0,-661.4972
MANANG_S10.2_P1231_R1,2024,2,221.5,375.0788044,Lentil,,,,,,192,-404.5788044
MANANG_S8.2_P3123_R1,2023,1,202,434.32,Lentil,,,,,,919.68,283.36
MANANG_S8.2_P3123_R1,2024,2,193.5,210.7522,Lentil,,,,,,0,-404.2522
MANANG_S12_P0000_R6,2023,1,193.5,412.1,Lentil,,,,,,949.52,343.92
MANANG_S1.2_P2312_R3,2023,1,202,434.32,Lentil,,,,,,940.8,304.48
MANANG_S1.2_P2312_R3,2024,2,230,405.9979634,Lentil,,,,,,704,68.0020366
MANANG_S1.1_P3123_R2,2023,1,202,458.82,Lentil,,,,,,1210.24,549.42
MANANG_S1.1_P3123_R2,2024,2,193.5,189.3017,Lentil,,,,,,225,-157.8017
MANANG_S1.3_P1231_R1,2023,1,215.5,518.5972,Lentil,,,,,,817.5,83.4028
MANANG_S1.3_P1231_R1,2024,2,230,451.3714875,Lentil,,,,,,320,-361.3714875
MANANG_S1.1_P1231_R2,2023,1,204.5,501.3472,Lentil,,,,,,540,-165.8472
MANANG_S1.1_P1231_R2,2024,2,213,294.2692,Lentil,,,,,,576,68.7308
MANANG_S6_P1111_R2,2023,1,180,434.32,Lentil,,,,,,1163.52,549.2
MANANG_S6_P1111_R2,2024,2,230,416.0514828,Lentil,,,,,,624,-22.0514828
MANANG_S9_P3123_R1,2023,1,224,517.72,Lentil,,,,,,0,-741.72
MANANG_S9_P3123_R1,2024,2,193.5,210.7522,Lentil,,,,,,0,-404.2522
MANANG_S7_P3123_R1,2023,1,191,434.32,Lentil,,,,,,1089.6,464.28
MANANG_S13_P0000_R5,2023,1,171.5,513.1,Lentil,,,,,,1111.44,426.84
MANANG_S11_P1212_R2,2023,1,213,448.4972,Lentil,,,,,,0,-661.4972
MANANG_S11_P1212_R2,2024,2,230,386.2641527,Lentil,,,,,,704,87.73584735
MANANG_S8.2_P2312_R1,2023,1,202,434.32,Lentil,,,,,,904.96,268.64
MANANG_S8.2_P2312_R1,2024,2,230,364.0891762,Lentil,,,,,,256,-338.0891762
MANANG_S1.3_P2312_R3,2023,1,191,479.32,Lentil,,,,,,1047.68,377.36
MANANG_S1.3_P2312_R3,2024,2,221.5,498.4422485,Lentil,,,,,,608,-111.9422485
MANANG_S5_P4123_R3,2023,1,180,434.32,Lentil,,,,,,868.16,253.84
MANANG_S5_P4123_R3,2024,2,193.5,189.3017,Lentil,,,,,,1200,817.1983
MANANG_S7_P2312_R3,2023,1,202,434.32,Lentil,,,,,,953.92,317.6
MANANG_S7_P2312_R3,2024,2,230,372.2434522,Lentil,,,,,,672,69.7565478
MANANG_S2_P1212_R3,2023,1,215.5,501.3472,Lentil,,,,,,505.5,-211.3472
MANANG_S2_P1212_R3,2024,2,230,420.2705155,Lentil,,,,,,288,-362.2705155
MANANG_S12_P0000_R7,2023,1,193.5,412.1,Lentil,,,,,,1216.16,610.56
MANANG_S1.2_P3123_R2,2023,1,191,434.32,Lentil,,,,,,1021.44,396.12
MANANG_S1.2_P3123_R2,2024,2,193.5,189.3017,Lentil,,,,,,300,-82.8017
MANANG_S1.3_P2312_R1,2023,1,213,479.32,Lentil,,,,,,1192.32,500
MANANG_S1.3_P2312_R1,2024,2,221.5,498.4422485,Lentil,,,,,,416,-303.9422485
MANANG_S4_P3412_R2,2023,1,180,434.32,Lentil,,,,,,1001.28,386.96
MANANG_S4_P3412_R2,2024,2,230,389.3020102,Lentil,,,,,,480,-139.3020102
MANANG_S11_P2121_R1,2023,1,202,434.32,Lentil,,,,,,1215.36,579.04
MANANG_S11_P2121_R1,2024,2,210.5,371.5268374,Lentil,,,,,,288,-294.0268374
MANANG_S1.2_P1231_R2,2023,1,204.5,501.3472,Lentil,,,,,,711,5.1528
MANANG_S1.2_P1231_R2,2024,2,230,380.6001286,Lentil,,,,,,608,-2.6001286
MANANG_S4_P4123_R1,2023,1,213,434.32,Lentil,,,,,,1001.28,353.96
MANANG_S4_P4123_R1,2024,2,193.5,189.3017,Lentil,,,,,,150,-232.8017
MANANG_S4_P1234_R2,2023,1,204.5,501.3472,Lentil,,,,,,809.25,103.4028
MANANG_S4_P1234_R2,2024,2,210.5,357.8069634,Lentil,,,,,,528,-40.3069634
MANANG_S8.1_P2312_R3,2023,1,191,434.32,Lentil,,,,,,1036.16,410.84
MANANG_S8.1_P2312_R3,2024,2,230,396.0979385,Lentil,,,,,,672,45.90206155
MANANG_S8.1_P1231_R1,2023,1,215.5,524.5,Lentil,,,,,,0,-740
MANANG_S8.1_P1231_R1,2024,2,221.5,407.6677994,Lentil,,,,,,480,-149.1677994
MANANG_S3_P2312_R1,2023,1,193.5,501.3472,Lentil,,,,,,708,13.1528
MANANG_S3_P2312_R1,2024,2,221.5,402.6359803,Lentil,,,,,,544,-80.1359803
MANANG_S5_P3412_R1,2023,1,191,434.32,Lentil,,,,,,808.96,183.64
MANANG_S5_P3412_R1,2024,2,230,386.0716228,Lentil,,,,,,224,-392.0716228
MANANG_S12_P0000_R8,2023,1,171.5,412.1,Lentil,,,,,,1007.6,424
MANANG_S7_P1231_R2,2023,1,285,746.7126587,Lentil,,,,,,544,-487.7126587
MANANG_S3_P1231_R2,2023,1,215.5,501.3472,Lentil,,,,,,663.75,-53.0972
MANANG_S3_P1231_R2,2024,2,193.5,189.3017,Lentil,,,,,,300,-82.8017
MANANG_S1.3_P1231_R2,2023,1,226.5,501.3472,Lentil,,,,,,773.25,45.4028
MANANG_S1.3_P1231_R2,2024,2,230,451.3714875,Lentil,,,,,,544,-137.3714875
MANANG_S8.1_P3123_R2,2023,1,191,434.32,Lentil,,,,,,1240,614.68
MANANG_S8.1_P3123_R2,2024,2,204.5,215.8022,Lentil,,,,,,0,-420.3022
MANANG_S6_P1111_R4,2023,1,180,434.32,Lentil,,,,,,1160.96,546.64
MANANG_S9_P1231_R3,2023,1,226.5,524.5,Lentil,,,,,,0,-751
MANANG_S9_P1231_R3,2024,2,221.5,362.7083543,Lentil,,,,,,768,183.7916458
MANANG_S10.2_P3123_R1,2023,1,202,434.32,Lentil,,,,,,1182.08,545.76
MANANG_S10.2_P3123_R1,2024,2,219,354.1849807,Lentil,,,,,,256,-317.1849807
MANANG_S1.2_P3123_R3,2023,1,191,434.32,Lentil,,,,,,1178.88,553.56
MANANG_S1.2_P3123_R3,2024,2,193.5,189.3017,Lentil,,,,,,1875,1492.1983
MANANG_S7_P2312_R1,2023,1,191,434.32,Lentil,,,,,,878.08,252.76
MANANG_S7_P2312_R1,2024,2,230,372.2434522,Lentil,,,,,,384,-218.2434522
MANANG_S12_P0000_R2,2023,1,182.5,412.1,Lentil,,,,,,1224.08,629.48
MANANG_S12_P0000_R2,2024,2,221.5,335.561904,Lentil,,,,,,544,-13.06190395
MANANG_S13_P0000_R7,2023,1,171.5,513.1,Lentil,,,,,,1248.72,564.12
WALLUP_S4_P1231_R2,2023,1,171.5,233.2472,Lentil,,,,,,2020.5,1615.7528
WALLUP_S3_P1234_R1,2023,1,171.5,204.3972,Lentil,,,,,,0,-375.8972
WALLUP_S2_P3412_R3,2023,1,180,377.97,Lentil,,,,,,1569.6,1011.63
WALLUP_S2_P4123_R1,2023,1,180,377.97,Lentil,,,,,,1472.96,914.99
WALLUP_S3_P4123_R3,2023,1,180,377.97,Lentil,,,,,,1644.8,1086.83
WALLUP_S2_P2341_R3,2023,1,158,521.3,Lentil,,,,,,2312.64,1633.34
WALLUP_S1_P2312_R2,2023,1,169,190.47,Lentil,,,,,,1356.48,997.01
WALLUP_S3_P2341_R3,2023,1,147,521.3,Lentil,,,,,,2310.88,1642.58
WALLUP_S4_P2312_R2,2023,1,158,377.97,Lentil,,,,,,1576.64,1040.67
WALLUP_S3_P4123_R2,2023,1,180,377.97,Lentil,,,,,,1530.24,972.27
WALLUP_S5_P0000_R1,2023,1,158,201.47,Lentil,,,,,,1458.24,1098.77
WALLUP_S3_P2341_R1,2023,1,147,521.3,Lentil,,,,,,2195.6,1527.3
WALLUP_S3_P4123_R1,2023,1,169,377.97,Lentil,,,,,,1479.04,932.07
WALLUP_S1_P1231_R3,2023,1,160.5,205.7472,Lentil,,,,,,2075.25,1709.0028
WALLUP_S2_P4123_R3,2023,1,180,377.97,Lentil,,,,,,1599.68,1041.71
WALLUP_S5_P0000_R2,2023,1,158,201.47,Lentil,,,,,,1496,1136.53
WALLUP_S4_P3123_R3,2023,1,169,377.97,Lentil,,,,,,1529.92,982.95
WALLUP_S1_P1231_R2,2023,1,160.5,205.7472,Lentil,,,,,,2277,1910.7528
WALLUP_S3_P1234_R3,2023,1,160.5,204.3972,Lentil,,,,,,0,-364.8972
WALLUP_S3_P1234_R2,2023,1,160.5,204.3972,Lentil,,,,,,0,-364.8972
WALLUP_S4_P3123_R1,2023,1,158,377.97,Lentil,,,,,,1570.56,1034.59
WALLUP_S2_P1234_R1,2023,1,171.5,205.7472,Lentil,,,,,,2002.5,1625.2528
WALLUP_S4_P1231_R1,2023,1,160.5,205.7472,Lentil,,,,,,2558.25,2192.0028
WALLUP_S1_P3123_R1,2023,1,169,190.47,Lentil,,,,,,1362.88,1003.41
WALLUP_S3_P3412_R1,2023,1,180,377.97,Lentil,,,,,,1629.44,1071.47
WALLUP_S3_P2341_R2,2023,1,147,521.3,Lentil,,,,,,2165.68,1497.38
WALLUP_S2_P1234_R3,2023,1,171.5,205.7472,Lentil,,,,,,1611.75,1234.5028
WALLUP_S6_P0000_R3,2023,1,158,218.72,Lentil,,,,,,1492.8,1116.08
WALLUP_S1_P2312_R3,2023,1,169,190.47,Lentil,,,,,,1575.68,1216.21
WALLUP_S4_P2312_R3,2023,1,158,377.97,Lentil,,,,,,1518.08,982.11
WALLUP_S4_P2312_R1,2023,1,180,377.97,Lentil,,,,,,1569.6,1011.63
WALLUP_S2_P2341_R2,2023,1,147,521.3,Lentil,,,,,,1924.56,1256.26
WALLUP_S2_P2341_R1,2023,1,158,521.3,Lentil,,,,,,2294.16,1614.86
WALLUP_S2_P4123_R2,2023,1,158,377.97,Lentil,,,,,,1664.96,1128.99
WALLUP_S3_P3412_R2,2023,1,180,377.97,Lentil,,,,,,1310.08,752.11
WALLUP_S1_P3123_R3,2023,1,169,190.47,Lentil,,,,,,1491.2,1131.73
WALLUP_S2_P3412_R1,2023,1,169,377.97,Lentil,,,,,,1505.28,958.31
WALLUP_S2_P3412_R2,2023,1,180,377.97,Lentil,,,,,,1533.44,975.47
WALLUP_S5_P0000_R3,2023,1,169,201.47,Lentil,,,,,,1286.08,915.61
WALLUP_S4_P3123_R2,2023,1,158,377.97,Lentil,,,,,,1587.52,1051.55
WALLUP_S6_P0000_R1,2023,1,169,245.97,Lentil,,,,,,1544.32,1129.35
WALLUP_S3_P3412_R3,2023,1,180,377.97,Lentil,,,,,,1608.96,1050.99
WALLUP_S1_P3123_R2,2023,1,158,190.47,Lentil,,,,,,1500.8,1152.33
WALLUP_S4_P1231_R3,2023,1,160.5,178.2472,Lentil,,,,,,2187,1848.2528
WALLUP_S2_P1234_R2,2023,1,171.5,205.7472,Lentil,,,,,,2340,1962.7528
WALLUP_S1_P1231_R1,2023,1,160.5,205.7472,Lentil,,,,,,1820.25,1454.0028
WALLUP_S1_P2312_R1,2023,1,169,190.47,Lentil,,,,,,1384.64,1025.17
WALLUP_S6_P0000_R2,2023,1,169,245.97,Lentil,,,,,,1583.04,1168.07
KINNABULLA_S3_P2312_R3,2023,1,204.5,254.772,Lentil,,,,,,981,521.728
KINNABULLA_S6_P1234_R2,2023,1,193.5,254.772,Lentil,,,,,,1096.5,648.228
KINNABULLA_S9.2_P3123_R2,2023,1,171.5,163.54,Lentil,,,,,,1598.4,1263.36
KINNABULLA_S1.3_P3123_R1,2023,1,180,334.04,Lentil,,,,,,1807.68,1293.64
KINNABULLA_S13_P0000_R6,2023,1,169,342.8425962,Lentil,,,,,,1265.44,753.5974038
KINNABULLA_S1.1_P1231_R2,2023,1,215.5,254.772,Lentil,,,,,,1214.25,743.978
KINNABULLA_S7_P1111_R6,2023,1,169,292.04,Lentil,,,,,,1600,1138.96
KINNABULLA_S12_P0000_R8,2023,1,169,450.8425962,Lentil,,,,,,1380.72,760.8774038
KINNABULLA_S2.2_P1212_R2,2023,1,193.5,254.772,Lentil,,,,,,1290.75,842.478
KINNABULLA_S14_P0000_R3,2023,1,169,450.8425962,Lentil,,,,,,1841.84,1221.997404
KINNABULLA_S9.2_P1231_R1,2023,1,182.5,248.22,Lentil,,,,,,0,-430.72
KINNABULLA_S13_P0000_R9,2023,1,180,342.8425962,Lentil,,,,,,1289.2,766.3574038
KINNABULLA_S2.1_P2121_R1,2023,1,180,292.04,Lentil,,,,,,1801.92,1329.88
KINNABULLA_S2.1_P1212_R3,2023,1,193.5,254.772,Lentil,,,,,,927.75,479.478
KINNABULLA_S8_P1231_R1,NA,NA,NA,NA,Lentil,,,,,,NA,NA
KINNABULLA_S4_P1234_R2,2023,1,193.5,254.772,Lentil,,,,,,1085.25,636.978
KINNABULLA_S8_P1231_R3,NA,NA,NA,NA,Lentil,,,,,,NA,NA
KINNABULLA_S9.1_P2312_R2,2023,1,171.5,163.54,Lentil,,,,,,1638.72,1303.68
KINNABULLA_S4_P3412_R2,2023,1,191,292.04,Lentil,,,,,,1599.68,1116.64
KINNABULLA_S6_P2341_R2,2023,1,180,292.04,Lentil,,,,,,1576.32,1104.28
KINNABULLA_S13_P0000_R5,2023,1,169,342.8425962,Lentil,,,,,,1342.88,831.0374038
KINNABULLA_S14_P0000_R6,2023,1,180,450.8425962,Lentil,,,,,,1309.44,678.5974038
KINNABULLA_S6_P4123_R2,2023,1,180,292.04,Lentil,,,,,,1696.64,1224.6
KINNABULLA_S9.2_P1231_R2,2023,1,193.5,248.22,Lentil,,,,,,0,-441.72
KINNABULLA_S1.2_P2312_R1,2023,1,191,292.04,Lentil,,,,,,1656.64,1173.6
KINNABULLA_S4_P4123_R1,2023,1,169,292.04,Lentil,,,,,,1568.96,1107.92
KINNABULLA_S6_P1234_R1,2023,1,193.5,254.772,Lentil,,,,,,877.5,429.228
